Name,Symbol,,,,,,,,,,,,,,,,,,,,,,,
KAFRIT,KAFR,,,,,,,,,,,,,,,,,,,,,,,
KAMADA,KMDA,,,,,,,,,,,,,,,,,,,,,,,
KARDAN N.V-M,KRNV-M,,,,,,,,,,,,,,,,,,,,,,,
KARDAN REAL ES,KARE,,,,,,,,,,,,,,,,,,,,,,,
KARDEN ISRAEL,KRDI,,,,,,,,,,,,,,,,,,,,,,,
KENON,KEN,,,,,,,,,,,,,,,,,,,,,,,
KERUR,KRUR,,,,,,,,,,,,,,,,,,,,,,,
KEYSTONE REIT,KSTN,,,,,,,,,,,,,,,,,,,,,,,
KLIL,KLIL,,,,,,,,,,,,,,,,,,,,,,,
KNAFAIM,KNFM,,,,,,,,,,,,,,,,,,,,,,,
KVASIR,KVSR,,,,,,,,,,,,,,,,,,,,,,,
LACHISH,LHIS,,,,,,,,,,,,,,,,,,,,,,,
LAHAV,LAHAV,,,,,,,,,,,,,,,,,,,,,,,
LAND DEV,ILDC,,,,,,,,,,,,,,,,,,,,,,,
LAPIDOT HEL PU,LPHL,,,,,,,,,,,,,,,,,,,,,,,
LAPIDOTH   CAP.,LAPD,,,,,,,,,,,,,,,,,,,,,,,
LEONARDO DRS,DRS,,,,,,,,,,,,,,,,,,,,,,,
LESICO,LSCO,,,,,,,,,,,,,,,,,,,,,,,
LEUMI,LUMI,,,,,,,,,,,,,,,,,,,,,,,
LEVINSKI OFER,LEOF,,,,,,,,,,,,,,,,,,,,,,,
LEVINSTEIN ENG,LEVI,,,,,,,,,,,,,,,,,,,,,,,
LEVINSTEIN PROP,LVPR,,,,,,,,,,,,,,,,,,,,,,,
LIBENTAL,LBTL,,,,,,,,,,,,,,,,,,,,,,,
LIBRA,LBRA,,,,,,,,,,,,,,,,,,,,,,,
LINEAGE THERAP,LCTX,,,,,,,,,,,,,,,,,,,,,,,
LIVEPERSON,LPSN,,,,,,,,,,,,,,,,,,,,,,,
LODZIA,LODZ,,,,,,,,,,,,,,,,,,,,,,,
LUDAN,LUDN,,,,,,,,,,,,,,,,,,,,,,,
LUZON GROUP,LUZN,,,,,,,,,,,,,,,,,,,,,,,
MAGIC,MGIC,,,,,,,,,,,,,,,,,,,,,,,
MALAM TEAM,MLTM,,,,,,,,,,,,,,,,,,,,,,,
MAMAN,MMAN,,,,,,,,,,,,,,,,,,,,,,,
MASLAVI,MSLA,,,,,,,,,,,,,,,,,,,,,,,
MASSIVIT,MSVT,,,,,,,,,,,,,,,,,,,,,,,
MATRICELF,MTLF,,,,,,,,,,,,,,,,,,,,,,,
MATRIX,MTRX,,,,,,,,,,,,,,,,,,,,,,,
MAX STOCK,MAXO,,,,,,,,,,,,,,,,,,,,,,,
MAYTRONICS,MTRN,,,,,,,,,,,,,,,,,,,,,,,
MEDIPOWER 0.1$,MDPR,,,,,,,,,,,,,,,,,,,,,,,
MEDIPRSS PU,MPRS,,,,,,,,,,,,,,,,,,,,,,,
MEDITR TOWER,MDTR,,,,,,,,,,,,,,,,,,,,,,,
MEGA OR,MGOR,,,,,,,,,,,,,,,,,,,,,,,
MEHADRIN,MEDN,,,,,,,,,,,,,,,,,,,,,,,
MEITAV INVEST,MTAV,,,,,,,,,,,,,,,,,,,,,,,
MELISRON,MLSR,,,,,,,,,,,,,,,,,,,,,,,
MENARA PU,MNRA,,,,,,,,,,,,,,,,,,,,,,,
MENDELSON    IF,MNIN,,,,,,,,,,,,,,,,,,,,,,,
MENIF,MNIF,,,,,,,,,,,,,,,,,,,,,,,
MENIVIM REIT,MNRT,,,,,,,,,,,,,,,,,,,,,,,
MENORA MIV HLD,MMHD,,,,,,,,,,,,,,,,,,,,,,,
MER,CMER,,,,,,,,,,,,,,,,,,,,,,,
MERCHAVIA HOLD,MRHL,,,,,,,,,,,,,,,,,,,,,,,
MESHEK ENERGY,MSKE,,,,,,,,,,,,,,,,,,,,,,,
MGURIT,MGRT,,,,,,,,,,,,,,,,,,,,,,,
MIA DYNAMICS,MIA,,,,,,,,,,,,,,,,,,,,,,,
MICHLOL FIN,MCLL,,,,,,,,,,,,,,,,,,,,,,,
MICHMAN,MCMN,,,,,,,,,,,,,,,,,,,,,,,
MICRONET,MCRNT,,,,,,,,,,,,,,,,,,,,,,,
MIGDAL INSUR.,MGDL,,,,,,,,,,,,,,,,,,,,,,,
MIGDALOR,MGDA,,,,,,,,,,,,,,,,,,,,,,,
MILLENNIUM F PU,MIFT,,,,,,,,,,,,,,,,,,,,,,,
MIRLAND,MLD,,,,,,,,,,,,,,,,,,,,,,,
MISHORIM,MSHR,,,,,,,,,,,,,,,,,,,,,,,
MIVNE,MVNE,,,,,,,,,,,,,,,,,,,,,,,
MIVTACH SHAMIR,MISH,,,,,,,,,,,,,,,,,,,,,,,
MIZRAHI TEFAHOT,MZTF,,,,,,,,,,,,,,,,,,,,,,,
MLRN,MLRN,,,,,,,,,,,,,,,,,,,,,,,
MODIIN     PU,MDIN,,,,,,,,,,,,,,,,,,,,,,,
MORE INVEST,MRIN,,,,,,,,,,,,,,,,,,,,,,,
MORE PENSION,MPP,,,,,,,,,,,,,,,,,,,,,,,
MULTI RETAIL,MRG,,,,,,,,,,,,,,,,,,,,,,,
MY SIZE,MYSZ,,,,,,,,,,,,,,,,,,,,,,,
MYDAS,MYDS,,,,,,,,,,,,,,,,,,,,,,,
NALA DIGITAL,NALA,,,,,,,,,,,,,,,,,,,,,,,
NAPHTHA,NFTA,,,,,,,,,,,,,,,,,,,,,,,
NAVITAS PTRO PU,NVPT,,,,,,,,,,,,,,,,,,,,,,,
NAWI,NAWI,,,,,,,,,,,,,,,,,,,,,,,
NAYAX,NYAX,,,,,,,,,,,,,,,,,,,,,,,
NETANEL GROUP,NTGR,,,,,,,,,,,,,,,,,,,,,,,
NETO,NTO,,,,,,,,,,,,,,,,,,,,,,,
NETO MALINDA,NTML,,,,,,,,,,,,,,,,,,,,,,,
NEWMED ENERG PU,NWMD,,,,,,,,,,,,,,,,,,,,,,,
NEXT VISION,NXSN,,,,,,,,,,,,,,,,,,,,,,,
NEXTAGE,NXTG,,,,,,,,,,,,,,,,,,,,,,,
NEXTCOM,NXTM,,,,,,,,,,,,,,,,,,,,,,,
NEXTFERM,NXFR,,,,,,,,,,,,,,,,,,,,,,,
NEXTGEN,NXGN,,,,,,,,,,,,,,,,,,,,,,,
NICE,NICE,,,,,,,,,,,,,,,,,,,,,,,
NISSAN,NISA,,,,,,,,,,,,,,,,,,,,,,,
NOFAR ENERGY,NOFR,,,,,,,,,,,,,,,,,,,,,,,
NORSTAR,NSTR,,,,,,,,,,,,,,,,,,,,,,,
NOSTROMO,NOST,,,,,,,,,,,,,,,,,,,,,,,
NOVA,NVMI,,,,,,,,,,,,,,,,,,,,,,,
NOVOLOG,NVLG,,,,,,,,,,,,,,,,,,,,,,,
NRGENE,NRGN,,,,,,,,,,,,,,,,,,,,,,,
NUR,NURI,,,,,,,,,,,,,,,,,,,,,,,
O.R.T.,ORTC,,,,,,,,,,,,,,,,,,,,,,,
ONE TECHNOLOGI,ONE,,,,,,,,,,,,,,,,,,,,,,,
OPAL BALANCE,OPAL,,,,,,,,,,,,,,,,,,,,,,,
OPC ENERGY,OPCE,,,,,,,,,,,,,,,,,,,,,,,
OPKO HEALTH,OPK,,,,,,,,,,,,,,,,,,,,,,,
ORAD,ORAD,,,,,,,,,,,,,,,,,,,,,,,
ORAMED PHARM,ORMP,,,,,,,,,,,,,,,,,,,,,,,
ORBIT,ORBI,,,,,,,,,,,,,,,,,,,,,,,
ORIAN,ORIN,,,,,,,,,,,,,,,,,,,,,,,
ORMAT TECHNO,ORA,,,,,,,,,,,,,,,,,,,,,,,
ORON GROUP,ORON,,,,,,,,,,,,,,,,,,,,,,,
OVERSEAS,OVRS,,,,,,,,,,,,,,,,,,,,,,,
P.C.B TEC,PCBT,,,,,,,,,,,,,,,,,,,,,,,
PALRAM,PLRM,,,,,,,,,,,,,,,,,,,,,,,
PANAXIA ISRAEL,PNAX,,,,,,,,,,,,,,,,,,,,,,,
PARKOMAT,PRKM,,,,,,,,,,,,,,,,,,,,,,,
PARTNER,PTNR,,,,,,,,,,,,,,,,,,,,,,,
PAYMENT FINA,PMNT,,,,,,,,,,,,,,,,,,,,,,,
PAYTON,PAYT,,,,,,,,,,,,,,,,,,,,,,,
PAZ OIL,PZOL,,,,,,,,,,,,,,,,,,,,,,,
PENINSULA GROUP,PEN,,,,,,,,,,,,,,,,,,,,,,,
PENNANTPARK $,PFLT,,,,,,,,,,,,,,,,,,,,,,,
PERION NETWORK,PERI,,,,,,,,,,,,,,,,,,,,,,,
PETROCHEMICAL-M,PTCH-M,,,,,,,,,,,,,,,,,,,,,,,
PETROTX     PU,PTX,,,,,,,,,,,,,,,,,,,,,,,
PHARMOCANN,PMCN,,,,,,,,,,,,,,,,,,,,,,,
PHINERGY,PNRG,,,,,,,,,,,,,,,,,,,,,,,
PHOENIX,PHOE,,,,,,,,,,,,,,,,,,,,,,,
PHOTOMYNE,PHTM,,,,,,,,,,,,,,,,,,,,,,,
PLANT ARC,PLNT,,,,,,,,,,,,,,,,,,,,,,,
PLASSON INDUS,PLSN,,,,,,,,,,,,,,,,,,,,,,,
PLASTO CARGAL,PLCR,,,,,,,,,,,,,,,,,,,,,,,
PLASTOFIL,PPIL,,,,,,,,,,,,,,,,,,,,,,,
PLAZA CENTERS-L,PLAZ-L,,,,,,,,,,,,,,,,,,,,,,,
PLURI,PLUR,,,,,,,,,,,,,,,,,,,,,,,
POALIM,POLI,,,,,,,,,,,,,,,,,,,,,,,
POALIM IBI,PIU,,,,,,,,,,,,,,,,,,,,,,,
POLYGON,POLY,,,,,,,,,,,,,,,,,,,,,,,
POLYRAM PLS,POLP,,,,,,,,,,,,,,,,,,,,,,,
POMVOM,PMVM,,,,,,,,,,,,,,,,,,,,,,,
POWERFLEET,PWFL,,,,,,,,,,,,,,,,,,,,,,,
PRASHKOVSKY,PRSK,,,,,,,,,,,,,,,,,,,,,,,
PRIME ENERGY,PRIM,,,,,,,,,,,,,,,,,,,,,,,
PRIMOTEC,PRMG,,,,,,,,,,,,,,,,,,,,,,,
PRIORTECH,PRTC,,,,,,,,,,,,,,,,,,,,,,,
PROPDO,PRPD,,,,,,,,,,,,,,,,,,,,,,,
PROPERT & BUIL,PTBL,,,,,,,,,,,,,,,,,,,,,,,
PROTALIX,PLX,,,,,,,,,,,,,,,,,,,,,,,
PSAGOT GROUP,GPST,,,,,,,,,,,,,,,,,,,,,,,
PULSENMORE,PULS,,,,,,,,,,,,,,,,,,,,,,,
PURPLE BIOTECH,PPBT,,,,,,,,,,,,,,,,,,,,,,,
QUALITAU,QLTU,,,,,,,,,,,,,,,,,,,,,,,
QUEENCO,QNCO,,,,,,,,,,,,,,,,,,,,,,,
QUICKLIZARD,QLRD,,,,,,,,,,,,,,,,,,,,,,,
QUIK TECHNO,QUIK,,,,,,,,,,,,,,,,,,,,,,,
RALCO,RLCO,,,,,,,,,,,,,,,,,,,,,,,
RAM ON,RMN,,,,,,,,,,,,,,,,,,,,,,,
RAMI LEVI,RMLI,,,,,,,,,,,,,,,,,,,,,,,
RANI ZIM,RANI,,,,,,,,,,,,,,,,,,,,,,,
RAPAC,RPAC,,,,,,,,,,,,,,,,,,,,,,,
RATIO      PU,RATI,,,,,,,,,,,,,,,,,,,,,,,
RATIO PETROL PU,RTPT,,,,,,,,,,,,,,,,,,,,,,,
RAV BARIACH,BRIH,,,,,,,,,,,,,,,,,,,,,,,
RAVAD,RAVD,,,,,,,,,,,,,,,,,,,,,,,
RAVAL,RVL,,,,,,,,,,,,,,,,,,,,,,,
RAZOR LABS,RZR,,,,,,,,,,,,,,,,,,,,,,,
REIT 1,RIT1,,,,,,,,,,,,,,,,,,,,,,,
REIT AZORIM LIV,AZRT,,,,,,,,,,,,,,,,,,,,,,,
REKAH,REKA,,,,,,,,,,,,,,,,,,,,,,,
RETAILORS,RTLS,,,,,,,,,,,,,,,,,,,,,,,
RIMON,RMON,,,,,,,,,,,,,,,,,,,,,,,
RIMONI,RIMO,,,,,,,,,,,,,,,,,,,,,,,
ROBOGROUP,ROBO,,,,,,,,,,,,,,,,,,,,,,,
ROTEM EN REM PU,RTEN,,,,,,,,,,,,,,,,,,,,,,,
ROTEM SHANI,RTSN,,,,,,,,,,,,,,,,,,,,,,,
ROTSHTEIN,ROTS,,,,,,,,,,,,,,,,,,,,,,,
RSL,RSEL,,,,,,,,,,,,,,,,,,,,,,,
S.R ACCORD,SRAC,,,,,,,,,,,,,,,,,,,,,,,
SAFE-T GROUP,SFET,,,,,,,,,,,,,,,,,,,,,,,
SANO,SANO1,,,,,,,,,,,,,,,,,,,,,,,
SAPIENS,SPNS,,,,,,,,,,,,,,,,,,,,,,,
SARFATI,SRFT,,,,,,,,,,,,,,,,,,,,,,,
SARINE TECH,SARN,,,,,,,,,,,,,,,,,,,,,,,
SAVER ONE,SVRE,,,,,,,,,,,,,,,,,,,,,,,
SAVOREAT,SVRT,,,,,,,,,,,,,,,,,,,,,,,
SCHNAPP,SHNP,,,,,,,,,,,,,,,,,,,,,,,
SCODIX,SCDX,,,,,,,,,,,,,,,,,,,,,,,
SCOPE,SCOP,,,,,,,,,,,,,,,,,,,,,,,
SEACH MEDICAL,SEMG,,,,,,,,,,,,,,,,,,,,,,,
SELLA REAL EST,SLARL,,,,,,,,,,,,,,,,,,,,,,,
SHAGRIR,SHGR,,,,,,,,,,,,,,,,,,,,,,,
SHALAG,SALG,,,,,,,,,,,,,,,,,,,,,,,
SHAMAYM,SHMM,,,,,,,,,,,,,,,,,,,,,,,
SHANIV,SHAN,,,,,,,,,,,,,,,,,,,,,,,
SHAPIR      ENG,SPEN,,,,,,,,,,,,,,,,,,,,,,,
SHEMEN INDUSTRY,SMNIN,,,,,,,,,,,,,,,,,,,,,,,
SHIKN&BINUI ENE,SBEN,,,,,,,,,,,,,,,,,,,,,,,
SHIKUN & BINUI,SKBN,,,,,,,,,,,,,,,,,,,,,,,
SHOHAM BUSINESS,SHOM,,,,,,,,,,,,,,,,,,,,,,,
SHUFERSAL,SAE,,,,,,,,,,,,,,,,,,,,,,,
SILVER CASTLE,SLCL,,,,,,,,,,,,,,,,,,,,,,,
SKYLINE,SKLN,,,,,,,,,,,,,,,,,,,,,,,
SMART AGRO PU,SMAG,,,,,,,,,,,,,,,,,,,,,,,
SOFWAVE,SOFW,,,,,,,,,,,,,,,,,,,,,,,
SOLAER,SOLR,,,,,,,,,,,,,,,,,,,,,,,
SOLEGREEN,SLGN,,,,,,,,,,,,,,,,,,,,,,,
SONOVIA,SONO,,,,,,,,,,,,,,,,,,,,,,,
SPACE COM,SCC,,,,,,,,,,,,,,,,,,,,,,,
SPEEDVALUE,SPDV,,,,,,,,,,,,,,,,,,,,,,,
SPRING,SPRG,,,,,,,,,,,,,,,,,,,,,,,
SPUNTECH,SPNTC,,,,,,,,,,,,,,,,,,,,,,,
STG,STG,,,,,,,,,,,,,,,,,,,,,,,
STORAGE DROP,STRG,,,,,,,,,,,,,,,,,,,,,,,
STRAUSS GROUP,STRS,,,,,,,,,,,,,,,,,,,,,,,
SUFRIN,SFRN,,,,,,,,,,,,,,,,,,,,,,,
SUMMIT,SMT,,,,,,,,,,,,,,,,,,,,,,,
SUNFLOWER,SNFL,,,,,,,,,,,,,,,,,,,,,,,
SUNY COMMUN,SNCM,,,,,,,,,,,,,,,,,,,,,,,
SUPERGAS ENERGY,SPGE,,,,,,,,,,,,,,,,,,,,,,,
SURE TECH PU,STEC,,,,,,,,,,,,,,,,,,,,,,,
SYNEL,SNEL,,,,,,,,,,,,,,,,,,,,,,,
TADIRAN GROUP,TDRN,,,,,,,,,,,,,,,,,,,,,,,
TAMAR PET,TMRP,,,,,,,,,,,,,,,,,,,,,,,
TARYA,TRA,,,,,,,,,,,,,,,,,,,,,,,
TASE,TASE,,,,,,,,,,,,,,,,,,,,,,,
TAT TECHNO,TATT,,,,,,,,,,,,,,,,,,,,,,,
TAYA INV,TAYA,,,,,,,,,,,,,,,,,,,,,,,
TCHNOPLS VENT,TNPV,,,,,,,,,,,,,,,,,,,,,,,
TECTONA,TECT,,,,,,,,,,,,,,,,,,,,,,,
TEDEA,TEDE,,,,,,,,,,,,,,,,,,,,,,,
TEFRON,TFRLF,,,,,,,,,,,,,,,,,,,,,,,
TELSYS,TLSY,,,,,,,,,,,,,,,,,,,,,,,
TERA LIGHT,TRLT,,,,,,,,,,,,,,,,,,,,,,,
TERMINAL X,TRX,,,,,,,,,,,,,,,,,,,,,,,
TEUZA,TUZA,,,,,,,,,,,,,,,,,,,,,,,
TEVA,TEVA,,,,,,,,,,,,,,,,,,,,,,,
TGBR,TIGBUR,,,,,,,,,,,,,,,,,,,,,,,
TGI,TGI,,,,,,,,,,,,,,,,,,,,,,,
THEMIS,TMIS,,,,,,,,,,,,,,,,,,,,,,,
THIRDEYE,THES,,,,,,,,,,,,,,,,,,,,,,,
TIERRA PROPERT,TRP,,,,,,,,,,,,,,,,,,,,,,,
TIGI,TIGI,,,,,,,,,,,,,,,,,,,,,,,
TIKUN OLAM CANB,TKUN,,,,,,,,,,,,,,,,,,,,,,,
TIV TAAM,TTAM,,,,,,,,,,,,,,,,,,,,,,,
TOGETHER,TGTR,,,,,,,,,,,,,,,,,,,,,,,
TOMER ENERGY,TOEN,,,,,,,,,,,,,,,,,,,,,,,
TONDO SMART,TNDO,,,,,,,,,,,,,,,,,,,,,,,
TOP GUM,TPGM,,,,,,,,,,,,,,,,,,,,,,,
TOP SYSTEMS,TOPS,,,,,,,,,,,,,,,,,,,,,,,
TOWER,TSEM,,,,,,,,,,,,,,,,,,,,,,,
TRUCKNET,TRAN,,,,,,,,,,,,,,,,,,,,,,,
TURBOGEN,TURB,,,,,,,,,,,,,,,,,,,,,,,
TURPAZ,TRPZ,,,,,,,,,,,,,,,,,,,,,,,
UMH,UMH,,,,,,,,,,,,,,,,,,,,,,,
UNET CREDIT,UNCR,,,,,,,,,,,,,,,,,,,,,,,
UNICORN TECH PU,UNCT,,,,,,,,,,,,,,,,,,,,,,,
UNIC-TECH PU,UNTC,,,,,,,,,,,,,,,,,,,,,,,
UNITRONICS,UNIT,,,,,,,,,,,,,,,,,,,,,,,
UNIVO,UNVO,,,,,,,,,,,,,,,,,,,,,,,
UPSELLON BRANDS,UPSL,,,,,,,,,,,,,,,,,,,,,,,
USERWAY,UWAY,,,,,,,,,,,,,,,,,,,,,,,
UTRON,UTRN,,,,,,,,,,,,,,,,,,,,,,,
VERIDIS,VRDS,,,,,,,,,,,,,,,,,,,,,,,
VICTORY,VCTR,,,,,,,,,,,,,,,,,,,,,,,
VILLAR,VILR,,,,,,,,,,,,,,,,,,,,,,,
VISION SIGMA,VISN,,,,,,,,,,,,,,,,,,,,,,,
VITANIA,VTNA,,,,,,,,,,,,,,,,,,,,,,,
VONETIZE-M,VNTZ-M,,,,,,,,,,,,,,,,,,,,,,,
WESURE GLOBALT,WESR,,,,,,,,,,,,,,,,,,,,,,,
WILK,WILK,,,,,,,,,,,,,,,,,,,,,,,
WILLI FOOD INTE,WILC,,,,,,,,,,,,,,,,,,,,,,,
WILLY FOOD,WLFD,,,,,,,,,,,,,,,,,,,,,,,
WIND BUZZ,WNBZ,,,,,,,,,,,,,,,,,,,,,,,
XTL BIO,XTLB,,,,,,,,,,,,,,,,,,,,,,,
YAACOBI GROUP,YAAC,,,,,,,,,,,,,,,,,,,,,,,
YBOX,YBOX,,,,,,,,,,,,,,,,,,,,,,,
YOCHANANOF,YHNF,,,,,,,,,,,,,,,,,,,,,,,
ZANLAKOL,ZNKL,,,,,,,,,,,,,,,,,,,,,,,
ZMH,ZMH,,,,,,,,,,,,,,,,,,,,,,,
ZOOZ POWER,ZOOZ,,,,,,,,,,,,,,,,,,,,,,,
ZUR,ZUR,,,,,,,,,,,,,,,,,,,,,,,
